"id";"jobs";"firms";"salary";"nums"
1;"Java开发工程师";"西安英兆软件信息有限责任公司";"4.5-8千/月";"681"
2;"日语翻译-奢侈品店导购";"普森瑞科人力资源咨询（重庆）有限公司";"1-1.5万/月";"11"
3;"日语营业担当-手机通信商品販売";"普森瑞科人力资源咨询（重庆）有限公司";"1-1.5万/月";"9"
4;"日本大型免税店招募正社员";"重庆兴贤出国咨询服务有限公司";"1-1.5万/月";"5"
5;"日本奢侈品专卖店古琦、普拉达、LV翻译人员";"重庆兴贤出国咨询服务有限公司";"1.2-1.5万/月";"8"
6;"日本工签——温泉酒店前台接待年收15万左右）";"大连新翔教育咨询有限公司";"1-1.5万/月";"15"
7;"对日IOS软件工程师";"大连维思创新科技有限公司";"1.5-3万/月";"14"
8;"JINS眼镜导购/储备干部/加工/验光 （西安印象城）";"睛姿商贸（上海）有限公司";"2-4千/月";"13"
9;"JINS眼镜导购/储备干部/加工/验光 （西安鑫苑大都汇）";"睛姿商贸（上海）有限公司";"2-4千/月";"5"
10;"日语翻译/日语销售/日语外贸/日语文案/日语老师";"辽宁政通对外劳务经济合作有限公司";"1-1.5万/月";"13"
11;"IT公司营业（日语必须）";"辽宁政通对外劳务经济合作有限公司";"1-1.5万/月";"16"
12;"日本工签/电信公司/温泉酒店/免税店/专场招聘会";"辽宁政通对外劳务经济合作有限公司";"1-1.5万/月";"14"
13;"日语机械/电气设计人才";"辽宁语嫣商务信息咨询有限公司";"0.8-1万/月";"23"
14;"日语/日语翻译/日本/电器店/温泉酒店/机场";"辽宁语嫣商务信息咨询有限公司";"1-1.5万/月";"21"
15;"IOS开发工程师 长期出差";"西安未都网络科技有限公司";"1-3万/月";"22"
16;"PHP软件工程师（高级）";"西安英兆软件信息有限责任公司";"0.6-1.2万/月";"45"
17;"PHP软件工程师";"西安英兆软件信息有限责任公司";"4-6千/月";"53"
18;"日本医美客服";"西安英兆软件信息有限责任公司";"4-5千/月";"7"
19;"日本医美助理";"西安英兆软件信息有限责任公司";"4-5千/月";"9"
20;"高薪聘请日语翻译  双休";"西安英兆软件信息有限责任公司";"4-5千/月";"7"
21;"课程销售";"北京美扩教育咨询有限公司";"4-7千/月";"18"
22;"咨询顾问";"北京美扩教育咨询有限公司";"4-7千/月";"10"
23;"日语翻译(softbank电信公司)";"辽宁政通对外劳务经济合作有限公司";"1-1.5万/月";"18"
24;"箱根/伊豆名温泉酒店前台（日语必须）";"辽宁政通对外劳务经济合作有限公司";"1-1.5万/月";"13"
25;"大阪市内免税店奢侈品日语销售";"辽宁政通对外劳务经济合作有限公司";"1-1.5万/月";"10"
26;"l日语专业赴日本工作/免税店/奢侈品/酒店/翻译担当";"辽宁政通对外劳务经济合作有限公司";"1-1.5万/月";"16"
27;"高薪诚聘免税店销售代表";"大连新翔教育咨询有限公司";"1.5-2千/月";"1"
28;"日语翻译-SK2化粧品販売";"普森瑞科人力资源咨询（重庆）有限公司";"1-1.5万/月";"7"
29;"日企服务岗位实习";"西安艾德凯森教育信息咨询服务有限公司";"0.8-1万/月";"12"
30;"J-Field集团线上对外汉语教师";"西安交大国际汉语教师西北考试中心";"30元/小时";"76"
31;"东京SK-II香奈儿化妆品店销售";"重庆兴贤出国咨询服务有限公司";"1-1.5万/月";"20"
32;"日本就职规划师";"沈阳政通佳益教育咨询有限公司";"4-6千/月";"6"
33;"日本工签   日语营业担当";"大连新翔教育咨询有限公司";"0.8-1万/月";"3"
34;"对日软件开发工程师（JAVA/.NET)-OCA";"上海新致软件股份有限公司";" ";"45"
35;"烘焙课程顾问";"ABC Cooking Studio";"0.4-1万/月";"37"
36;"日本工作签—免税店店员，年收18万左右";"大连新翔教育咨询有限公司";"1-1.5万/月";"5"
37;"日本工签    日语营业担当";"大连新翔教育咨询有限公司";"1.5-2万/月";"17"
38;"JINS眼镜导购（西安各大店铺）";"睛姿商贸（上海）有限公司";"2-3千/月";"26"
39;"日语网络工程师（会日语，网络零基础也可以）";"创译科技（大连）有限公司";"1.3-3万/月";"33"
40;"日语翻译日本就职工作签证";"大连日协教育信息咨询有限公司";"0.8-1万/月";"8"
41;"日本各地大型连锁酒店、温泉酒店";"辽宁语嫣商务信息咨询有限公司";"1-1.5万/月";"14"
42;"Java开发工程师";"江苏润和软件股份有限公司";"0.6-1.5万/月";"68"
43;"Android开发工程师 长期出差";"西安未都网络科技有限公司";"1-3万/月";"40"
44;"日本工作签证--综合销售岗位";"大连新翔教育咨询有限公司";"0.8-1.3万/月";"9"
45;"文案策划";"北京美扩教育咨询有限公司";"3.5-6千/月";"10"
46;"咨询顾问";"西安英兆软件信息有限责任公司";"4-5千/月";"6"
47;"赴日java软件开发工程师";"大连维思创新科技有限公司";"1.5-3万/月";"57"
48;"赴日日语/日本酒店/免税店/翻译/营业/跟单/外贸";"辽宁政通对外劳务经济合作有限公司";"1-1.5万/月";"15"
49;"日本工作签证bpo系统运维管理";"大连日协教育信息咨询有限公司";"1-1.5万/月";"13"
50;"手机APP开发工程师";"陕西诚泰科技讯息有限责任公司";"6-8千/月";"13"
51;"Web后端工程师";"杉树岭网络科技有限公司";"1.5千以下/月";"8"
52;"Android开发工程师";"陕西诚泰科技讯息有限责任公司";"0.7-1.2万/月";"35"
53;"Python开发工程师";"上海云首信息科技有限公司";"1.5-2万/月";"78"
54;"JAVA软件开发工程师";"陕西浦思金融网络科技有限公司";"0.8-1万/月";"111"
55;"高级PHP开发工程师";"陕西晟运通科技有限公司";"1.5-2.5万/月";"26"
56;"java软件工程师(001432)";"中科创达新产品事业部";"1-1.5万/月";"129"
57;"Web后端开发工程师";"一诺仪器（中国）有限公司";"0.8-1万/月";"32"
58;"WEB后端开发工程师";"西安墨科通讯科技有限公司";"0.6-1万/月";"27"
59;"高级web后端工程师";"北京轩宇信息技术有限公司";"0.6-1.2万/月";"41"
60;"Web后端工程师";"深圳市中易腾达科技股份有限公司";"0.8-1万/月";"57"
61;"爬虫开发工程师";"西安图道信息科技有限公司";"6-8千/月";"77"
62;"前端开发人员（西安）";"中电长城网际系统应用有限公司";"0.8-1万/月";"53"
63;"金融云服务工程师-A05";"赞同科技股份有限公司";"6-8千/月";"14"
64;"初级软件质量工程师";"西安奥卡云数据科技有限公司";"0.8-1万/月";"58"
65;"自动化软件开发工程师";"西安蜂语信息科技有限公司";"0.7-1.2万/月";"15"
66;"云安全研究员(J11525)";"绿盟科技";"1.3-2万/月";"9"
67;"大数据开发工程师";"东华软件股份公司";"0.8-1.4万/月";"23"
68;"图像算法工程师";"西安盈谷网络科技有限公司";"0.6-1.2万/月";"41"
69;"软件测试工程师";"瑞斯康达科技发展股份有限公司";"6-8千/月";"347"
70;"后台网站工程师";"瑞斯康达科技发展股份有限公司";"6-8千/月";"38"
71;"Linux c开发工程师";"江苏润和软件股份有限公司";"1-1.5万/月";"49"
72;"Software engineer";"苏州联讯仪器有限公司";"0.6-1万/月";"38"
73;"软件测试工程师（通信传输设备）";"烽火通信科技股份有限公司";"15-20万/年";"221"
74;"系统集成测试工程师";"西安兴汇电力科技有限公司";"0.6-1.5万/月";"209"
75;"软件技术支持工程师";"西安点通软件信息技术有限公司";"4-6千/月";"62"
76;"软件咨询顾问";"西安点通软件信息技术有限公司";"4-6千/月";"3"
77;"手机fota研发工程师(001487)";"中科创达软件股份有限公司";" ";"15"
78;"手机系统测试";"北京湛腾世纪科技有限公司";"6-8千/月";"71"
79;"软件开发（GA-T-20180514-002W）";"太极计算机股份有限公司";"5-9千/月";"16"
80;"CAE二次开发工程师";"上海奥锐波客软件技术有限公司";"0.7-1万/月";"28"
81;"软件测试工程师";"陕西译喵网络科技有限公司";"4-8千/月";"216"
82;"算法工程师";"西安银信博锐信息科技有限公司";"4.5-6千/月";"12"
83;"数据工程师（LT13whx）";"北京东方国信科技股份有限公司";"0.5-1万/月";"28"
84;"手机fota研发工程师(001487)";"中科创达新产品事业部";"1-1.5万/月";"13"
85;"IT运维开发工程师";"中通服科信信息技术有限公司";"6-8千/月";"68"
86;"软件测试工程师(通用IPC)";"浙江宇视科技有限公司";"0.8-1万/月";"165"
87;"中级算法工程师";"北京华洋宏软件开发有限责任公司";"1-2万/月";"29"
88;"云平台技术支持工程师";"研华（中国）有限公司";"6-8千/月";"58"
89;"网络协议解析工程师";"上海阅维信息科技有限公司";"1-1.5万/月";"37"
90;"算法工程师";"华扬联众数字技术股份有限公司";"1.5-3.5万/月";"57"
91;"嵌入式算法工程师";"中科芯集成电路股份有限公司（中国电子科技集团公司第五十八研究所）";"10-30万/年";"49"
92;"初级C++研发工程师";"西安四维图新信息技术有限公司";"6-8千/月";"47"
93;"Java开发工程师";"西安数美互动网络技术有限公司";"1-1.5万/月";"232"
94;"Cloud DevOps Engineer for the SAP Big Data Team";"思爱普（中国）有限公司";" ";"28"
95;"大数据工程师-监控方案";"赞同科技股份有限公司";"1.5-2.3万/月";"35"
96;"结构仿真咨询专家--西安";"安世亚太科技股份有限公司";"0.8-1.5万/月";"32"
97;"初级web全栈工程师";"西安奥卡云数据科技有限公司";"0.8-1万/月";"18"
98;"硬件测试";"西安蜂语信息科技有限公司";"0.6-1万/月";"37"
99;"图像处理工程师";"山东雷诚电子科技有限公司西安研发中心";"0.8-1.2万/月";"14"
100;"深度学习工程师";"西安盈谷网络科技有限公司";"0.6-1.2万/月";"34"
101;"软件测试工程师（中级）";"西安腾营信息科技有限公司";"6-8千/月";"104"
102;"IT技术支持";"西安亚购信息科技有限公司";"3-5千/月";"43"
103;"容器云平台开发工程师";"大唐移动通信设备有限公司西安分公司";"0.8-1.3万/月";"19"
104;"软件测试工程师";"深圳市广和通无线股份有限公司";"0.7-1.4万/月";"316"
105;"大数据开发实习生";"陕西养正文化发展有限公司";"4.5-6千/月";"61"
106;"Software Engineer /软件工程师_DC";"博世力士乐（西安）电子传动与控制有限公司";" ";"32"
107;"大数据开发工程师";"西安九索数据技术股份有限公司";"0.6-1.2万/月";"35"
108;"软件测试工程师";"西安海平方网络科技有限公司";"0.8-1万/月";"89"
109;"APP测试工程师";"西安迈思途软件科技有限公司";"4.5-6千/月";"12"
110;"运维实施工程师";"西安点通软件信息技术有限公司";"4-6千/月";"30"
111;"Web开发工程师";"西安三茗科技股份有限公司";"6-8千/月";"32"
112;"测试工程师";"西安栎安科技有限公司";"0.5-1万/月";"127"
113;"python开发";"中软国际科技服务有限公司";"0.8-1.5万/月";"82"
114;"python 全栈开发工程师";"西安晨之星信息科技有限责任公司";"0.5-2万/月";"42"
115;"Python开发工程师";"杭州世平信息科技有限公司";"7-9千/月";"139"
116;"Python开发工程师";"西安优逸客网络科技有限公司";"0.6-1万/月";"137"
117;"Web开发工程师（西安）";"绿盟科技";"0.8-1.5万/月";"35"
118;"python研发工程师";"绿盟科技";"0.8-1万/月";"128"
119;"Python开发工程师";"北京华九德企业管理有限公司";" ";"73"
120;"Python开发工程师";"东方网力科技股份有限公司";"1-2万/月";"122"
121;"Python开发工程师";"上海易宝软件有限公司深圳分公司";" ";"80"
122;"Python开发工程师";"西安华众电子科技股份有限公司";"0.5-1.5万/月";"100"
123;"跨界 人事主管/招聘专员";"小马股份有限公司西安分公司";"0.5-2.5万/月";"15"
124;"㊣㊣ 跨界 人事主管/招聘专员";"小马股份有限公司西安分公司";"0.5-2.5万/月";"11"
125;"㊣㊣ 跨界 人事主管/招聘专员";"小马股份有限公司西安分公司";"0.5-2.5万/月";"13"
126;"㊣㊣ 跨界 人事主管/招聘专员";"小马股份有限公司西安分公司";"0.5-2.5万/月";"29"
127;"㊣㊣㊣ 服务器安全工程师 ㊣㊣㊣";"小马股份有限公司西安分公司";"0.5-2.5万/月";"18"
128;"㊣㊣㊣ 服务器运维工程师 ㊣㊣㊣";"小马股份有限公司西安分公司";"0.5-2.5万/月";"20"
129;"服务器运维工程师";"小马股份有限公司西安分公司";"0.5-2.5万/月";"48"
130;"服务器安全工程师";"小马股份有限公司西安分公司";"0.5-2.5万/月";"26"
131;"Java开发工程师";"东华软件股份公司";"0.8-1.4万/月";"21"
132;"Java开发工程师";"东华软件股份公司";"0.8-1.4万/月";"33"
133;"运维实施工程师";"东华软件股份公司";" ";"31"
134;"数据抓取工程师";"东华软件股份公司";"0.8-1.6万/月";"45"
135;"大数据产品经理";"东华软件股份公司";" ";"16"
136;"00079-软件测试工程师";"上海京颐科技股份有限公司";"0.6-1万/月";"151"
137;"Linux中级软件工程师";"深圳市德卡科技股份有限公司";"0.6-1万/月";"17"
138;"Linux高级软件工程师";"深圳市德卡科技股份有限公司";"1-1.5万/月";"27"
139;"嵌入式初级开发工程师（C语言）";"深圳市德卡科技股份有限公司";"4-6千/月";"34"
140;"大数据开关工程师";"深圳市讯方技术股份有限公司";"1-1.5万/月";"63"
141;"性能测试工程师";"西安恒谦教育科技股份有限公司";"4.5-6千/月";"33"
142;"C/C++高级开发工程师";"西安三茗科技股份有限公司";"0.8-1.5万/月";"51"
143;"Linux软件工程师";"西安三茗科技股份有限公司";"0.8-1万/月";"39"
144;"（某500强知名企业）软件配置管理SCM";"西安瀚特人力资源有限公司";"1-1.5万/月";"9"
145;"（某500强知名企业）Docker高级开发工程师";"西安瀚特人力资源有限公司";"1-1.5万/月";"17"
146;"（某500强知名企业）大数据运维工程师";"西安瀚特人力资源有限公司";"1-1.5万/月";"27"
147;"（某500强知名企业）云业务架构师";"西安瀚特人力资源有限公司";"1.5-2万/月";"25"
148;"（某500强知名企业）大数据开发工程师";"西安瀚特人力资源有限公司";"1.5-2万/月";"24"
149;"WEB测试工程师";"上海数果科技有限公司";"0.5-1万/月";"61"
150;"（某500强知名企业）Devops架构师";"西安瀚特人力资源有限公司";"2.5-3万/月";"38"
151;"（某500强知名企业）三维重建算法工程师";"西安瀚特人力资源有限公司";"2-2.5万/月";"20"
152;"大数据开发工程师-西安";"北京小鱼易连科技有限公司";"1-2万/月";"37"
153;"高级软件工程师";"西安鼎力信息技术有限责任公司";"0.7-1万/月";"13"
154;"Java开发工程师";"西安橡树软件有限公司";"6-8千/月";"248"
155;"软件测试工程师";"陕西九鼎通信技术有限公司";"0.6-1万/月";"365"
156;"测试经理";"酷渲（北京）科技有限公司";"0.8-1.2万/月";"31"
157;"Java开发工程师";"酷渲（北京）科技有限公司";"0.8-1.5万/月";"183"
158;"高级nodeJs工程师";"陕西维纳传媒股份有限公司";"0.8-1.5万/月";"11"
159;"高级PHP工程师";"陕西维纳传媒股份有限公司";"0.8-1.5万/月";"24"
160;"Web前端工程师";"陕西维纳传媒股份有限公司";"0.6-1万/月";"45"
161;"JavaWeb工程师";"陕西维纳传媒股份有限公司";"0.8-1.5万/月";"37"
162;"运维工程师";"陕西星邑空间技术有限公司";"1-1.5万/月";"78"
163;"测试工程师";"上海思华科技股份有限公司";"0.8-1.2万/月";"162"
164;"Docker开发工程师";"上海思华科技股份有限公司";"1-1.5万/月";"12"
165;"产品经理";"上海思华科技股份有限公司";"1-2万/月";"38"
166;"SDN开发工程师";"上海思华科技股份有限公司";"1-1.5万/月";"13"
167;"监控运维开发工程师";"上海思华科技股份有限公司";"1.5-2万/月";"29"
168;"存储工程师";"上海凯翔信息科技有限公司";"1-1.5万/月";"19"
169;"云计算现场实施工程师";"上海思华科技股份有限公司";"0.6-1.2万/月";"31"
170;"Openstack运维实施工程师";"上海思华科技股份有限公司";"0.6-1万/月";"35"
171;"软件测试工程师（西安）";"深圳市有方科技股份有限公司";"0.8-1.2万/月";"293"
172;"高级软件测试工程师（西安）";"深圳市有方科技股份有限公司";"0.8-1.2万/月";"186"
173;"软件测试助理工程师（西安）";"深圳市有方科技股份有限公司";"6-8千/月";"261"
174;"C++编程讲师";"上海傲梦网络科技有限公司";"400元/天";"19"
175;"Javascript讲师";"上海傲梦网络科技有限公司";"6-8千/月";"41"
176;"C语言老师";"上海傲梦网络科技有限公司";"6-8千/月";"16"
177;"大数据开发工程师";"杭州世平信息科技有限公司";"0.8-1.5万/月";"48"
178;"C++开发工程师";"杭州世平信息科技有限公司";"0.7-1.4万/月";"48"
179;"java开发（人工智能大数据方向）接受0基础";"陕西养正文化发展有限公司";"3-4.5千/月";"37"
180;"云方向业务部门_大数据工程师";"北京思特奇信息技术股份有限公司陕西分公司";"0.6-1万/月";"30"
181;"java高级软件工程师";"北京军地联合信息技术研究发展中心（有限合伙）";"0.8-1万/月";"49"
182;"java中级软件工程师";"北京军地联合信息技术研究发展中心（有限合伙）";"1-1.5万/月";"109"
183;"项目实施（实习生）";"西安翼展电子科技有限公司";"100元/天";"58"
184;"体验运营专家(J180813013)";"滴滴出行";"1.5-2万/月";"65"
185;"大数据算法工程师";"深圳市易流科技股份有限公司";"1.5-2.5万/月";"47"
186;"RD-机器学习工程师（可接收实习生）";"TCL集团工业研究院";"0.8-1.5万/月";"64"
187;"RD-数据标记实习生";"TCL集团工业研究院";"100元/天";"40"
188;"IT培训讲师（Linux）";"北京中公教育科技股份有限公司";"0.6-1.2万/月";"10"
189;"立体视觉算法工程师-XA";"深圳奥比中光科技有限公司";"1.5-3万/月";"13"
190;"高级运维工程师";"西安缤纷鸟少儿美术培训中心";"0.5-1万/月";"28"
191;"Sr. Java  (Map & GIS)";"西安泰为软件有限公司";"1-1.5万/月";"17"
192;"Build & Release Engineer";"西安泰为软件有限公司";"1.5-2万/月";"10"
193;"C/C++高级开发工程师";"北京北信源软件股份有限公司";"0.8-1万/月";"25"
194;"资深深度学习算法工程师";"维视科技（西安）有限公司";"2.5-4万/月";"9"
195;"高级数据库工程师";"维视科技（西安）有限公司";"1.2-1.8万/月";"16"
196;"开发工程师";"维视科技（西安）有限公司";"0.6-1.2万/月";"15"
197;"深度学习算法研发工程师";"维视科技（西安）有限公司";"1.5-3万/月";"16"
198;"云计算工程师";"维视科技（西安）有限公司";"0.8-1.5万/月";"4"
199;"运维安全工程师（驻台）";"陕西恒东网络科技有限责任公司";"1-1.5万/月";"8"
200;"初级存储研发工程师";"次元境界科技（北京）有限公司";"10-15万/年";"19"
201;"System test engineer软件测试工程师";"KaiOS凯系通讯科技";"6-9千/月";"386"
202;"算法工程师";"西安思菲特信息科技有限公司";"0.8-1.5万/月";"50"
203;"嵌入式开发高级工程师";"西安思菲特信息科技有限公司";"0.8-1.2万/月";"31"
204;"C++中级软件工程师";"西安魔盾电气工程自动化研究所有限公司";"0.6-1万/月";"35"
205;"Web开发工程师（派遣）-西安";"大唐移动通信设备有限公司西安分公司";"0.7-1万/月";"72"
206;"爬虫开发工程师";"西安图道信息科技有限公司";"6-8千/月";"77"
207;"Java开发工程师";"西安图道信息科技有限公司";"6-8千/月";"425"
208;"大数据开发工程师";"厦门市美亚柏科信息股份有限公司";"0.7-1.5万/月";"24"
209;"区块链开发工程师";"西安华信智慧数字科技有限公司";"1-2万/月";"17"
210;"运维工程师";"西安图道信息科技有限公司";"3-6千/月";"14"
211;"电信云5G数据存储工程师";"大唐移动通信设备有限公司西安分公司";"0.8-1.3万/月";"10"
212;"Python研发工程师 爬虫";"西安智推网络科技有限公司";"0.8-1.6万/月";"66"
213;"Python软件工程师";"北京优诺信创科技有限公司";"0.6-1万/月";"53"
214;"开发工程师（python方向）";"北京华软金科信息技术有限公司";"0.8-1万/月";"61"
215;"Python开发工程师（实习生）";"陕西速橘丰信息科技有限公司";"4.5-6千/月";"115"
216;"Python开发工程师助理/实习";"陕西速橘丰信息科技有限公司";"4.5-6千/月";"153"
217;"Hadoop开发工程师";"西安环太科技发展有限公司";"5-8千/月";"15"
218;"大数据工程师";"北京先进数通信息技术股份公司";"4-9千/月";"26"
219;"策略咨询顾问";"中科聚信信息技术（北京）有限公司";"1.5-2万/月";"9"
220;"Java开发工程师";"陕西秦林商务信息咨询有限公司";"0.8-1万/月";"85"
221;"渲染TD";"西咸新区秦汉新城新丝路数字文化科技有限公司";"0.8-1.5万/月";"13"
222;"算法工程师-监控方案";"赞同科技股份有限公司";"1.5-2万/月";"28"
223;"Java /大数据开发工程师";"三盟科技股份有限公司";"1.5-2.2万/月";"93"
224;"模型工程师";"数尊信息科技（上海）有限公司";"0.6-1.5万/月";"3"
225;"测试工程师";"陕西北斗金控信息服务有限公司";"0.6-1万/月";"166"
226;"GIS开发工程师";"西安山脉科技发展有限公司";"0.8-1万/月";"19"
227;"数据工程师";"Thoughtworks";"1.5-3万/月";"28"
228;"Java开发工程师";"陕西智诚合创科技股份有限公司";"4-6千/月";"114"
229;"遥感算法设计师";"航天星图科技（北京）有限公司";"0.5-1万/月";"16"
230;"组件验证工程师";"矽昆微电子（上海）有限公司";"0.8-1.5万/月";"42"
231;"软件配置工程师";"西安闻泰电子科技有限公司";"1-1.8万/月";"7"
232;"JAVA开发工程师-西安";"北京华晨阳通信技术有限责任公司";"4-8千/月";"249"
233;"高级Web前端";"西安丝路智慧旅游科技有限公司";"0.8-1万/月";"28"
234;"运维工程师";"上海科箭软件科技有限公司";"0.7-1万/月";"87"
235;"产品咨询顾问";"美林数据技术股份有限公司";"0.8-1.6万/月";"27"
236;"大数据开发工程师";"西安合昇网络科技有限公司";"1-1.5万/月";"46"
237;"大数据开发工程师";"上海思伟软件有限公司";"1-3万/月";"37"
238;"Web前端开发工程师";"西安瑞特森信息科技有限公司";"0.5-1万/月";"101"
239;"数据挖掘分析/机器学习实习生";"深圳市长亮科技股份有限公司";"3-4千/月";"11"
240;"高级算法工程师（硅谷技术）";"西安咏圣达电子科技有限公司";"1-1.5万/月";"28"
241;"JAVA大数据分析工程师";"深圳优克云联科技有限公司";"0.8-3万/月";"23"
242;"00037-测试工程师（政企事业中心）";"上海趣医网络技术服务有限公司";"0.8-1万/月";"99"
243;"运维工程师";"西安九索数据技术股份有限公司";"0.5-1万/月";"54"
244;"网络信息安全工程师";"陕西智汇堂文化信息科技有限公司";"1.5-2万/月";"15"
245;"Android开发工程师";"西安行方思远网络科技有限公司";"3-7千/月";"31"
246;"linux运维/自动化运维工程师";"深圳市强能盛贸易有限公司";"1-3.5万/月";"29"
247;"大数据开发工程师";"北京华洋宏软件开发有限责任公司";"1-2万/月";"30"
248;"自动化测试工程师";"和利时集团--西安和利时";"1-1.3万/月";"154"
249;"产品技术研发总监";"上海汉得信息技术股份有限公司";"1.6-2.1万/月";"50"
250;"高级测试工程师-西安-14007";"优信集团";"11-20万/年";"116"
251;"爬虫开发工程师";"陕西运璟网络科技有限公司";"1-1.5万/月";"54"
252;"软件工程师";"西安铂力特增材技术股份有限公司";"1-1.5万/月";"28"
253;"PHP开发工程师";"北京鲸鹳科技有限公司陕西分公司";"0.8-1.5万/月";"45"
254;"高级web全栈工程师";"西安奥卡云数据科技有限公司";"2.5-3万/月";"33"
255;"DBA(001894)";"东方网力科技股份有限公司";"1-1.5万/月";"31"
256;"Web前端开发工程师";"西安可视可觉网络科技有限公司";"0.8-1万/月";"97"
257;"软件工程师";"西安伟伦实业发展有限公司";"0.8-1.2万/月";"22"
258;"Sr. QA 高级测试工程师  （工作地点：上海）";"花旗金融信息服务（中国）有限公司Citigroup Services and Technology (China) Limited.";" ";"18"
259;"人工智能工程师";"北京中电普华信息技术有限公司";"1-1.5万/月";"29"
260;"PHP开发工程师";"西安雅森研学教育科技有限公司";"0.6-1.2万/月";"23"
261;"后端研发工程师";"西安速度时空大数据科技有限公司";"1-1.5万/月";"45"
262;"软件测试工程师";"西安易流物联科技有限公司";"0.5-1万/月";"376"
263;"算法工程师";"上海艾飞能源科技有限公司";"0.6-1.2万/月";"36"
264;"WEB前端开发工程师";"西安圣点世纪科技有限公司";"0.7-1.4万/月";"115"
265;"VR 相关算法工程师 高级软件工程师";"西安灵境科技有限公司";"8-20万/年";"37"
266;"人工智能讲师";"西安软件服务外包学院";"0.8-1万/月";"15"
267;"软件测试";"西安三好软件技术股份有限公司";"3-5千/月";"243"
268;"系统运维工程师";"西安兴汇电力科技有限公司";"6-8千/月";"61"
269;"大数据开发工程师";"陕西海默油田服务有限公司";"6-8千/月";"32"
270;"PHP高级开发工程师";"陕西远洋科技实业有限责任公司";"0.8-1万/月";"16"
271;"流体咨询专家--西安";"安世亚太科技股份有限公司";"0.8-1.5万/月";"30"
272;"C++/C#中级开发工程师";"北京兰光创新科技有限公司";"1-1.5万/月";"50"
273;"大数据分析实习生";"上海阅维信息科技有限公司";"3-4.5千/月";"78"
274;"大数据工程师";"南京嘉环科技有限公司";"0.8-2万/月";"23"
275;"软件测试工程师";"西安悦泰科技有限责任公司";"6-8千/月";"396"
276;"生产测试开发工程师（西安）";"华勤通讯技术有限公司";"0.8-1.2万/月";"190"
277;"云业务架构师";"西安诺嘉信息科技有限公司";"2.5-3万/月";"36"
278;"高级测试工程师";"深圳市广和通无线股份有限公司";"0.7-1.4万/月";"119"
279;"数据分析师";"河南正华电讯有限公司西安分公司";"3.5-6千/月";"23"
280;"渗透测试工程师";"西安交大捷普网络科技有限公司";"0.6-1万/月";"28"
281;"测试工程师";"中寰卫星导航通信有限公司";"0.6-1.2万/月";"240"
282;"新东方X创造力学院代码编程老师";"西安新东方学校";"5-8千/月";"30"
283;"系统运维工程师";"北京神州商通网络科技有限公司";"0.5-1万/月";"50"
284;"500强-华为-大数据工程师";"北京外企德科人力资源服务上海有限公司";"1.5-2.5万/月";"18"
285;"高级ASIC后端工程师（工作地点：泸州）";"泸州倍赛达科技有限公司";"2-2.5万/月";"13"
286;"数据分析师（十三薪+双休）";"北京中海华晟信息技术有限公司西安分公司";"0.8-1万/月";"64"
287;"大数据算法工程师(战略业务)";"北京超图软件股份有限公司";"1-1.5万/月";"26"
288;"系统运维工程师(000974)";"启迪国信科技有限公司";"1-1.5万/月";"93"
289;"Java高级开发工程师";"西安绅聚智芯电子科技有限公司";"1-1.5万/月";"37"
290;"大数据研发工程师";"北京明朝万达科技股份有限公司";"0.8-1.6万/月";"23"
291;"数据挖掘工程师";"陕西天行健车联网信息技术有限公司";"0.8-1万/月";"22"
292;"实施工程师（西安） (MJ000051)";"北京推想科技有限公司";"0.5-1万/月";"38"
293;"大数据算法工程师";"西安思坦仪器股份有限公司";"0.8-1.5万/月";"29"
294;"视频/图像算法工程师（天益太赫兹）";"西安天和防务技术股份有限公司";"1-1.5万/月";"64"
295;"高级软件工程师";"山东雷诚电子科技有限公司西安研发中心";"0.7-1.2万/月";"2"
296;"软件测试工程师";"威发（西安）软件有限公司";"5-9千/月";"295"
297;"C++高级开发工程师 25k-35k [全国招]";"微特莱斯科技（深圳）有限公司";"2.5-3万/月";"35"
298;"软件开发软件测试工程师";"沈阳亚诗达科技有限公司";"0.6-1万/月";"239"
299;"Developer Associate";"思爱普（中国）有限公司";"1.5千以下/月";"11"
300;"算法工程师";"杭州英歌智达科技有限公司";"1-2.5万/月";"21"
301;"人工智能工程师";"天图软件科技有限公司";"1-2万/月";"31"
302;"自动化运维工程师";"西安诺瓦电子科技有限公司";"6-9千/月";"43"
303;"JAVA开发工程师";"西安海润通信技术有限公司";"0.7-1.4万/月";"243"
304;"服务器存储工程师（西安）(J10173)";"北京奕斯伟科技有限公司";"1-2万/月";"34"
305;"高级运维工程师";"中国电信集团系统集成有限责任公司西安区域中心";"0.7-1万/月";"31"
306;"服务器运维工程师";"陕西省君凯电子科技有限公司";"0.5-1万/月";"32"
307;"软件工程师（通信传输设备）";"烽火通信科技股份有限公司";"15-23万/年";"46"
308;"Web前端开发工程师高级";"西安亿阳信通软件科技发展有限公司";"1.2-1.6万/月";"89"
309;"机器学习算法工程师";"陕西瑞迅电子信息技术有限公司";"1-2万/月";"56"
310;"软件工程师（校园招聘）";"陕西亚成微电子股份有限公司";"0.8-1万/月";"74"
311;"Firmware Engineer";"苏州联讯仪器有限公司";"0.6-1万/月";"18"
312;"系统架构设计师";"北京中航讯科技股份有限公司";"2.5-3万/月";"47"
313;"生物信息工程师";"西安中科茵康莱医学检验有限公司";"5-8.5千/月";"56"
