,jobs,firms,salary,nums0
,15薪/八险一金日语一级有人事经验,方正宽带网络服务有限公司大连分公司,4.5-7千/月,2
,高薪日本留过学人员（有日语人事bpo经验）,大连阿甘科技有限公司,4.5-7千/月,2
,对日Java开发,武汉希思普诺信息科技有限公司,4.5-6千/月,2
,对日PHP、java软件开发工程师,大连合力信软件有限公司,4.5-6千/月,2
,Java开发工程师,上海华钦信息科技股份有限公司,4.5-6千/月,2
,软件开发工程师,大连阿尔派电子有限公司,4.5-6千/月,2
,嵌入式开发工程师（高薪+六险一金）,中软国际科技教育集团,4.5-6千/月,2
,VBA 开发工程师,大连唯度科技有限公司,4.5-6千/月,2
,北京应届毕业生,大连中软软件有限公司,4.5-6千/月,2
,CAD工程师,神府贸易（上海）有限公司,4.5-6千/月,2
,销售跟单,广州科盈化妆品有限公司,4.5-6千/月,2
,技术人员,爱发科真空技术（苏州）有限公司,4.5-6千/月,2
,物流担当（非日语）,同方环球（天津）物流有限公司,4.5-6千/月,2
,技术工程师（工程机械涂料）,重庆关西涂料有限公司,4.5-6千/月,2
,日本留学顾问,北京美扩教育咨询有限公司,4.5-6千/月,2
,急招日语理工科储备干部（新工厂）,辽宁语嫣商务信息咨询有限公司,4.5-6千/月,2
,品质工程师,广州科盈化妆品有限公司,4.5-6千/月,2
,营业担当(编号101803) 日语必须,上海艾杰飞人力资源有限公司,4.5-6千/月,2
,销售专员（高提成）,北京永达康国际旅行社有限责任公司,4.5-6千/月,2
,物流担当（天津）,同方环球（天津）物流有限公司,4.5-6千/月,2
,丰田体系物流担当,同方环球（天津）物流有限公司,4.5-6千/月,2
,丰田体系物流担当（日语必须）,同方环球（天津）物流有限公司,4.5-6千/月,2
,电气工程师/技术员,南京恩梯恩精密机电有限公司,4.5-6千/月,2
,日语BPO流程专员（经验者）急募,大连合盛信息技术有限公司,4-5.5千/月,2
,美容（美体）师,诗纾雅（上海）美容企业管理有限公司,4.5-5.9千/月,2
,食其家储备干部(储备店长+五险一金+交通补助+包吃住）,泉盛餐饮（上海）有限公司,3.8-5千/月,2
,食其家储备干部(储备店长+五险一金+交通补助+包吃住）,泉盛餐饮（上海）有限公司,3.8-5千/月,2
,食其家见习经理(储备店长+五险一金+交通补助+包吃住）,泉盛餐饮（上海）有限公司,3.8-5千/月,2
,食其家见习经理(储备店长+五险一金+交通补助+包吃住）,泉盛餐饮（上海）有限公司,3.8-5千/月,2
,电商采购员（日贸）,南通优格贸易有限公司,3.7-6千/月,2
,图像处理算法专家（日语或英语）,宏图瀛通（广州）人力资源有限公司,3-6万/月,2
,护士、护士长(职位编号：yk007),大连怡康福祉实业有限公司,3-6千/月,2
,日语担当,南通桑原纺织品检验有限公司,3-6千/月,2
,对日Java软件工程师,大连优尼特科技有限公司,3-5千/月,2
,日语BPO/旅游产品上架/订单处理,北京欧思贝科技有限公司,3-5千/月,2
,日语BPO,济南讯和信息技术有限公司,3-5千/月,2
,环境安全担当,南京恩梯恩精密机电有限公司,3-5千/月,2
,文案策划,北京美扩教育咨询有限公司,3.5-6千/月,2
,技术工程师（汽车涂料）,重庆关西涂料有限公司,3.5-6千/月,2
,销售代表,陕西四达全轴承有限公司,3.5-5千/月,2
,销售代表,陕西四达全轴承有限公司,3.5-5千/月,2
,机械设计工程师,中日龙（襄阳）机电技术开发有限公司,3.5-5千/月,2
,招聘专员（对日网络/运维/支持方向）,亿达信息技术有限公司,3.5-5.5千/月,2
,2019届网络工程实习生招聘[济南],富士软件科技（山东）有限公司,3.5-4.5千/月,2
,JINS眼镜导购/储备干部/加工/验光 （佛山永旺）,睛姿商贸（上海）有限公司,3-4万/年,2
,JINS眼镜店导购/验光师 （烟台永旺）,睛姿商贸（上海）有限公司,3-4万/年,2
,对日Java实习生（日语基础即可）,优联泰克科技发展（大连）有限公司,3-4.5千/月,2
,赴日技术人才储备（树脂模具）,松尾（天津）电子有限公司,3-4.5千/月,2
,营业担当助理(日语),苏州博屋商务服务有限公司,3-4.5千/月,2
,急聘对日BPO市场分析专员（日语）,艾珂威尔信息技术服务（大连）有限公司,3-4.5千/月,2
,赴日技术人才储备（冲压成型）,松尾（天津）电子有限公司,3-4.5千/月,2
,JINS眼镜导购/储备干部/加工/验光师（北京大峡谷）,睛姿商贸（上海）有限公司,3-4.5千/月,2
,办公室文员（日语担当）,大连通远对外劳务合作有限公司,3-4.5千/月,2
,日语教师,青岛知行国际经济技术合作有限公司,3-4.5千/月,2
,生产技术员,南京恩梯恩精密机电有限公司,3-4.5千/月,2
,（日本化检）招聘制品检品员（会日语）,上海科恳检验服务有限公司青岛分公司,3-3.5千/月,2
,（急）文员/营业担当（会日语）,上海科恳检验服务有限公司青岛分公司,3-3.5千/月,2
,食其家储备店长（包吃+双休+五险一金+交通补助）,泉盛餐饮（上海）有限公司,3.3-4.5千/月,2
,食其家营业部储备经理,泉盛餐饮（上海）有限公司,3.3-4.5千/月,2
,店员/导购（厦门）,外婆家餐饮集团有限公司,3.2-3.8千/月,2
,店员/导购（福州）,外婆家餐饮集团有限公司,3.2-3.8千/月,2
,Java架构师,智捷融汇（大连）科技有限公司,30-40万/年,2
,架构师（日语或英语）,宏图瀛通（广州）人力资源有限公司,2.5-5万/月,2
,软件开发工程师(职位编号：DSL002),大连赛羚科技有限公司,2-4.9万/月,2
,Java高级开发工程师（日本）(职位编号：5),大连竹易教育科技有限公司,2-3万/月,2
,Blockchain赴日高级软件工程师,大连亚天德商务咨询有限公司,2-3万/月,2
,Unity3D游戏开发工程师,大连亚天德商务咨询有限公司,2-3万/月,2
,嵌入式实习生,上海麦信数据科技有限公司,2-3千/月,2
,对日JAVA,郑州万书信息技术有限公司,2-3千/月,2
,助理软件工程师实习生（英语/日语）,普华永道信息技术（上海）有限公司,2-3千/月,2
,商业/数据分析实习生,普华永道信息技术（上海）有限公司,2-3千/月,2
,淘宝美工兼客服,大路国际旅行社河北有限公司,2-3千/月,2
,留学咨询实习生,上海尚普信息咨询有限公司,2-3千/月,2
,数据分析师,恩梯梯数据（中国）信息技术有限公司北京分公司,2-3.5万/月,2
,高级JAVA （欢迎外籍）英语日语,乐天创研（北京）科技有限公司,2-2.6万/月,2
,高级Java开发工程师-日语,IBM China,2-2.5万/月,2
,（知名跨国电商集团）高级PHP开发工程师-JP2903,大连博科人才有限公司,2-2.5万/月,2
,美容店长,大连元智大宗商品贸易有限公司,2-2.5万/月,2
,会所经理,苏州皇尚健康咨询管理有限公司,2-2.5万/月,2
,会所经理,苏州皇尚健康咨询管理有限公司,2-2.5万/月,2
,高级项目管理工程师Senior PMO,北京伯凯科技有限公司,20-30万/年,2
,云计算开发工程师,南京富士通南大软件技术有限公司,20-25万/年,2
,云计算开发工程师,南京富士通南大软件技术有限公司,20-25万/年,2
,对日开发项目经理(职位编号：15),云海科创（北京）科技有限公司,1.5-2万/月,2
,Java高级开发工程师,松下信息系�y（上海）有限公司,1.5-2万/月,2
,项目经理,上海恩斯凯软件开发有限公司,1.5-2万/月,2
,高级研发工程师,松下信息系�y（上海）有限公司,1.5-2万/月,2
,软件开发工程师（对日）,艾迪系统开发（武汉）有限公司,1.5-2万/月,2
,（知名日本独资甲方公司）日语系统工程师（PM）JP2893,大连博科人才有限公司,1.5-2万/月,2
,(日本独资实力IT集团)日语高级工程师（管理）-JP2851,大连博科人才有限公司,1.5-2万/月,2
,c++开发（惠普）-对日,同方鼎欣科技股份有限公司,1.5-2万/月,2
,亚马逊日本运营/ 赴日出差学习机会,深圳市遨途科技有限公司,1.5-2万/月,2
,高级经理助理（日语翻译）,纳思达科技（大连）有限公司,1.5-2万/月,2
,赴日本 设备安装调试 月薪超2万,辽宁省国际交流中心,1.5-2万/月,2
,赴日本 设备安装调试 月薪超2万,辽宁省国际交流中心,1.5-2万/月,2
,会所副经理,苏州皇尚健康咨询管理有限公司,1.5-2万/月,2
,Japanese & Mandarin Test,维布络信息科技(成都)有限公司,1.5-2.5万/月,2
,开发部长（对日软件开发）,苏州工业园区凌志软件股份有限公司,1.5-2.5万/月,2
,开发部长（对日软件开发）,苏州工业园区凌志软件股份有限公司,1.5-2.5万/月,2
,Android开发工程师,南京富士通南大软件技术有限公司,15-25万/年,2
,Java高级开发工程师,卓宝信息科技（上海）股份有限公司,15-25万/年,2
,系统开发人员(编号103609) 日语必须,上海艾杰飞人力资源有限公司,1.5-2.2万/月,2
,项目管理工程师PMO,北京伯凯科技有限公司,15-20万/年,2
,自然语言处理工程师,北京彩云环太平洋科技有限公司,1.4-2.8万/月,2
,结构工程师,上海森叶建筑设计有限公司,1-3千/月,2
,对日软件工程师（BSE）,松下信息系�y（上海）有限公司,1-2万/月,2
,系统设计中级工程师（情报IT）(编号98634),上海艾杰飞人力资源有限公司,1-2万/月,2
,对日BSE工程师,河南八六三软件股份有限公司,1-2万/月,2
,游戏服务器(Python)开发工程师,北京盖娅互娱网络科技股份有限公司,1-2万/月,2
,对日软件工程师（BSE）,松下信息系�y（上海）有限公司,1-2万/月,2
,对日BSE工程师,河南八六三软件股份有限公司,1-2万/月,2
,区域销售主管/经理,日世（中国）投资有限公司,1-2.5万/月,2
,区域销售主管/经理,日世（中国）投资有限公司,1-2.5万/月,2
,区域销售主管/经理,日世（中国）投资有限公司,1-2.5万/月,2
,区域销售主管/经理,日世（中国）投资有限公司,1-2.5万/月,2
,区域销售主管/经理,日世（中国）投资有限公司,1-2.5万/月,2
,高级开发工程师(编号101462) 日语必须,上海艾杰飞人力资源有限公司,1.2-2万/月,2
,大数据算法工程师,游仁堂（上海）,1.2-2万/月,2
,Angular JS开发工程师,南京富士通南大软件技术有限公司,12-18万/年,2
,中高级软件工程师,大连利达智通信息技术有限公司,1-1.9万/月,2
,Java开发工程师,上海颉硕软件有限公司,1-1.8万/月,2
,Java方向高级软件工程师,华信富融（苏州工业园区）软件技术有限公司,1-1.5万/月,2
,15薪/高级对日开发项目担当/六险一金,大连阿甘科技有限公司,1-1.5万/月,2
,微软MS解决方案技术专家SP/SQL/SFB/OL（日资）,杰碧思科技（上海）有限公司,1-1.5万/月,2
,Java开发工程师,大连博创人力资源开发有限公司,1-1.5万/月,2
,对日java开发工程师,北京博兴高科科技有限公司,1-1.5万/月,2
,对日Java（se）,健思软件（大连）有限公司,1-1.5万/月,2
,Java开发工程师,恩梯梯数据（中国）信息技术有限公司,1-1.5万/月,2
,（急聘）项目经理―（对日）JAVA方向,宏智科技（苏州）股份有限公司,1-1.5万/月,2
,SAP工程师/系统开发工程师/软件工程师（东莞急聘,东莞市拓能电子科技有限公司,1-1.5万/月,2
,Domino 开发工程师,上海熠鸿信息技术有限公司,1-1.5万/月,2
,对日项目经理,大连百易软件股份有限公司,1-1.5万/月,2
,对日项目经理,无锡斑目信息技术有限公司,1-1.5万/月,2
,嵌入式软件开发高级工程师,上海核心信息技术有限公司,1-1.5万/月,2
,项目经理,大连创盛科技有限公司,1-1.5万/月,2
,高级软件工程师-PL,大连丝路软件有限责任公司,1-1.5万/月,2
,对日BSE,大连丝路软件有限责任公司,1-1.5万/月,2
,数据中心运维经理/网络运维工程师,雅马哈发动机（厦门）信息系统有限公司上海分公司,1-1.5万/月,2
,数据科学家,IBM China,1-1.5万/月,2
,嵌入式开发 赴日工作,大连众卓云科技服务有限公司,1-1.5万/月,2
,15薪/SAP项目Leader/高级经理,大连阿甘科技有限公司,1-1.5万/月,2
,项目主管（PL）,杭州冈山信息科技有限公司,1-1.5万/月,2
,对日项目经理,无锡斑目信息技术有限公司,1-1.5万/月,2
,营业担当（赴日）,大连创盛科技有限公司,1-1.5万/月,2
,15薪/SAP项目Leader/高级经理,大连阿甘科技有限公司,1-1.5万/月,2
,15薪/高级对日开发项目担当/六险一金,大连阿甘科技有限公司,1-1.5万/月,2
,急招酒店接待3月视频面试,大连新翔教育咨询有限公司,1-1.5万/月,2
,高薪诚聘日企经理助理职位,大连新翔教育咨询有限公司,1-1.5万/月,2
,对日BSE,大连丝路软件有限责任公司,1-1.5万/月,2
,招生主任,成都和思康健投资管理有限公司,1-1.5万/月,2
,招生顾问,成都和思康健投资管理有限公司,1-1.5万/月,2
,产品检查 质量保证,辽宁省国际交流中心,1-1.5万/月,2
,高级软件工程师,横河信息系统（大连）有限公司,1-1.4万/月,2
,软件外包项目经理Project Manager--急(职位编号：13),通华科技（大连）有限公司,1-1.3万/月,2
,软件测试项目经理,大连必捷必信息技术有限公司,1-1.2万/月,2
,PHP开发工程师,米斯特奥福（大连）咨询服务有限公司,1.1-2.3万/月,2
,软件工程师,大连志成众联科技有限公司,10-20万/年,2
,嵌入式软件工程师,南京富士通南大软件技术有限公司,10-20万/年,2
,日企系统开发工程师(编号94682) 日语英语必须,上海艾杰飞人力资源有限公司,0.9-1万/月,2
,高级Java开发工程师,大连赛伯信息技术有限公司,0.9-1.6万/月,2
,对日SSE,大连百易软件股份有限公司,0.9-1.3万/月,2
,高级开发工程师（Java）（创新产品部）,北京卓信智恒数据科技股份有限公司,0.9-1.2万/月,2
,Java软件开发工程师（近2号线威宁路站）,上海求步信息系统有限公司,0.8-1万/月,2
,java软件工程师/软件开发系统开发（东莞急聘,东莞市拓能电子科技有限公司,0.8-1万/月,2
,数据采集工程师/数据挖掘工程师(火车头）,深圳市比邻互动网络科技有限公司,0.8-1万/月,2
,应用系统开发及运维专员(职位编号：GTMC000475),广汽丰田汽车有限公司,0.8-1万/月,2
,电商咨询外企Data Operation,万宝盛华企业管理咨询（上海）有限公司,0.8-1万/月,2
,对日java开发工程师,大连领创科技有限公司,0.8-1万/月,2
,PHP软件开发工程师（近2号线威宁路站）,上海求步信息系统有限公司,0.8-1万/月,2
,日/韩语测试职位(职位编号：625042862315292),文思海辉技术有限公司Pactera Technology International Limited,0.8-1万/月,2
,对日网络工程师,北京博兴高科科技有限公司,0.8-1万/月,2
,RPG开发工程师,大连百易软件股份有限公司,0.8-1万/月,2
,车载中间层驱动软件开发工程师,大连合力信软件有限公司,0.8-1万/月,2
,软件工程师,北京益祺邦科技有限公司,0.8-1万/月,2
,C#软件工程师,北京益祺邦科技有限公司,0.8-1万/月,2
,软件测试工程师,意盟软件系统开发（上海）有限公司,0.8-1万/月,2
,数据采集工程师/数据挖掘工程师(火车头）,深圳市比邻互动网络科技有限公司,0.8-1万/月,2
,C++开发工程师,大连朋友圈科技有限公司,0.8-1万/月,2
,电商咨询外企Data Operation,万宝盛华企业管理咨询（上海）有限公司,0.8-1万/月,2
,赴日DTP（东京/九州）,中软国际科技服务有限公司,0.8-1万/月,2
,日语客户咨询,才望子信息技术（上海）有限公司,0.8-1万/月,2
,医疗体检推广,上海娃塔卡商事有限公司,0.8-1万/月,2
,日本留学咨询顾问,北京美扩教育咨询有限公司,0.8-1万/月,2
,招生老师,成都和思康健投资管理有限公司,0.8-1万/月,2
,PHP开发工程师,卓易隆电子商务（上海）有限公司,0.8-1.8万/月,2
,IT系统工程师项目管理候补(编号98007) 日语必须,上海艾杰飞人力资源有限公司,0.8-1.8万/月,2
,PHP开发工程师,卓易隆电子商务（上海）有限公司,0.8-1.8万/月,2
,JAVA开发（日语）,上海网钜信息科技有限公司,0.8-1.5万/月,2
,高级软件工程师（SE）,大连新唯科技有限公司,0.8-1.5万/月,2
,软件工程师(SE),才望子信息技术（上海）有限公司,0.8-1.5万/月,2
,高级测试工程师,上海葡萄城信息技术有限公司,0.8-1.5万/月,2
,日资零售系统项目管理(编号98113) 日语必须,上海艾杰飞人力资源有限公司,0.8-1.5万/月,2
,Java开发工程师,上海网钜信息科技有限公司,0.8-1.5万/月,2
,对日java开发工程师,郑州商霸信息技术有限公司,0.8-1.5万/月,2
,高级测试工程师,上海葡萄城信息技术有限公司,0.8-1.5万/月,2
,营业担当,日世（中国）投资有限公司,0.8-1.5万/月,2
,Java高级开发工程师（公积金双休）,奥奈斯特（宁波）软件技术有限公司,0.8-1.5万/月,2
,资深教育顾问,上海美扩信息科技有限公司,0.8-1.5万/月,2
,营业担当/销售,日世（中国）投资有限公司,0.8-1.5万/月,2
,营业担当/销售,日世（中国）投资有限公司,0.8-1.5万/月,2
,对日java开发工程师,郑州商霸信息技术有限公司,0.8-1.3万/月,2
,Java开发工程师（日语必须）,杭州冈山信息科技有限公司,0.8-1.2万/月,2
,对日Java软件开发（长期出差日本）,大连中软软件有限公司,0.8-1.2万/月,2
,营业担当/营业主管,日世（中国）投资有限公司,0.8-1.2万/月,2
,营业担当/营业主管,日世（中国）投资有限公司,0.8-1.2万/月,2
,区域销售主管/经理,日世（中国）投资有限公司,0.8-1.2万/月,2
,对日JAVA初级开发师,郑州万书信息技术有限公司,0.8-1.1万/月,2
,Java开发工程师（日语必备）,成都联客信息技术有限公司,0.7-1万/月,2
,人事主管,日世（中国）投资有限公司,0.7-1万/月,2
,对日JAVA软件开发工程师,济南利达智通信息技术有限公司,0.7-1.5万/月,2
,急招JAVA开发工程师（对日项目）,南京迈特望科技股份有限公司,0.6-1万/月,2
,JAVA后端开发,无锡市人力资源市场,0.6-1万/月,2
,通信测试工程师,江苏富士通通信技术有限公司,0.6-1万/月,2
,对日软件工程师,长春丽明科技开发股份有限公司,0.6-1万/月,2
,对日JAVA初级开发师,郑州万书信息技术有限公司,0.6-1万/月,2
,日企测试高级工程师(编号98175),上海艾杰飞人力资源有限公司,0.6-1万/月,2
,日企测试高级工程师(编号98175),上海艾杰飞人力资源有限公司,0.6-1万/月,2
,结构工程师,上海森叶建筑设计有限公司,0.6-1万/月,2
,品质专员,爱发科豪威光电薄膜科技（深圳）有限公司,0.6-1万/月,2
,软件工程师（日语）,罗特软件系统（杭州）有限公司,0.6-1.5万/月,2
,JAVA对日软件工程师,大连赛伯信息技术有限公司,0.6-1.2万/月,2
,软件开发项目经理,沈阳智信网络科技服务有限公司,0.6-1.2万/月,2
,研发工程师（Linux/中间件）,天津恩梯梯数据有限公司,0.5-1万/月,2
,研发工程师（Linux/中间件）,天津恩梯梯数据有限公司,0.5-1万/月,2
,人力资源主管,富士软件科技（山东）有限公司杭州分公司,0.5-1万/月,2
,应用工程师（日语）,武汉光庭信息技术股份有限公司,0.5-1万/月,2
,对日业务主管/行政事务管理,上海诚美化妆品有限公司,9-18万/年,1
,日企广告宣传专员(编号95784) 日语必须,上海艾杰飞人力资源有限公司,7-9千/月,1
,开发工程师-某日资信息系统公司(职位编号：54916),北京谷英技术咨询服务有限公司,7-9千/月,1
,GZ-01 软件开发工程师（广州）(职位编号：GZ-201801),北京富士通系统工程有限公司,7-9千/月,1
,软件开发工程师(职位编号：DL-201814),北京富士通系统工程有限公司,7-8千/月,1
,ERP系统开发工程师(编号99172) 日语英语必须,上海艾杰飞人力资源有限公司,7.8-9.1千/月,1
,日企IT开发担当(编号93768) 日语必须,上海艾杰飞人力资源有限公司,6-9千/月,1
,销售专员(编号102435),上海艾杰飞人力资源有限公司,6-9千/月,1
,项目经理 日语 养老产业,南京昭凌精密机械有限公司,6-8万/年,1
,Java开发工程师,大连大希软件有限公司,6-8千/月,1
,JAVA开发工程师,大连卓丰科技有限公司,6-8千/月,1
,对日软件工程师,大连富德威尔科技有限公司,6-8千/月,1
,日企IT系统应用担当(编号94314) 日语英语,上海艾杰飞人力资源有限公司,6-8千/月,1
,系统担当(编号102003) 日语必须,上海艾杰飞人力资源有限公司,6-8千/月,1
,高级软件工程师,南通苏慧信息技术有限公司,6-8千/月,1
,对日高级软件工程师,济南讯和信息技术有限公司,6-8千/月,1
,对日维护,北京益祺邦科技有限公司,6-8千/月,1
,数据分析师（DMP),想出网络科技（上海）有限公司,6-8千/月,1
,日语翻译,昊佰电子科技（上海）有限公司,6-8千/月,1
,国际票务操作专员,北京东游国际旅行社有限公司,6-8千/月,1
,日本业务经理,仙贝咨询（大连）有限公司,6-8千/月,1
,转向器技术部-技术担当-日语无锡,上海提浜克企业管理有限公司,6-8千/月,1
,日本留学文案,上海上外国际教育交流信息中心,6-8千/月,1
,日语翻译,希姆通信息技术（上海）有限公司,6-8千/月,1
,总务相关（英语、日语）,滨松光子学商贸（中国）有限公司,6-8千/月,1
,销售担当,邦驻（上海）停车场管理有限公司,6-8千/月,1
,市场策划\日企\喜欢旅游,杭州圣世特物流有限公司,6-8千/月,1
,部门助理（要求日语）,上海欣融汇金融信息服务有限公司,6-8千/月,1
,软件工程培训师,长春明思软件技术有限公司,6-8千/月,1
,日语翻译,牧田（中国）有限公司,6-8千/月,1
,人事总务担当(编号100217) 日语必须,上海艾杰飞人力资源有限公司,6-8千/月,1
,供应商质量工程师,广州泽盛机电设备有限公司,6-8千/月,1
,日语营业助理/软件客户专员,才望子信息技术（上海）有限公司,6-8千/月,1
,物流管理担当,捷太格特（中国）投资有限公司,6-8千/月,1
,原价管理担当,捷太格特（中国）投资有限公司,6-8千/月,1
,对日高级软件工程师,济南讯和信息技术有限公司,6-8千/月,1
,日本采购,大连虹旅科技有限公司,6-7千/月,1
,日企经营企划部助理(编号97289) 日语必须,上海艾杰飞人力资源有限公司,6-6.5千/月,1
,实验技术担当（应届可）,广东银通汇投资有限公司,5-9千/月,1
,日资企划工程师(编号97528) 日语英语必须,上海艾杰飞人力资源有限公司,5-9.5千/月,1
,日资IT项目推进(编号98799) 日语必须,上海艾杰飞人力资源有限公司,5-8千/月,1
,日企IT服务工程师(编号96962) 日语必须,上海艾杰飞人力资源有限公司,5-8千/月,1
,招聘主管,富士软件科技（山东）有限公司,5-8千/月,1
,日语翻译(编号99825) 日语必须,上海艾杰飞人力资源有限公司,5-8千/月,1
,C#/C++开发工程师(公积金双休）,奥奈斯特（宁波）软件技术有限公司,5-8千/月,1
,Java开发工程师,中软国际科技服务有限公司,5-7千/月,1
,助理软件工程师（应届毕业生）,德硕管理咨询（深圳）有限公司,5-7千/月,1
,助理软件工程师（应届毕业生）,德硕管理咨询（深圳）有限公司,5-7千/月,1
,知名日企-销售代表,中智成都签证服务有限公司,5-7千/月,1
,Java开发工程师,中软国际科技服务有限公司,5-7千/月,1
,系统管理工程师(编号103206) 英语必须,上海艾杰飞人力资源有限公司,5-6千/月,1
,日企品质管理助理(编号97976) 日语必须,上海艾杰飞人力资源有限公司,5-6千/月,1
,日企物流管理担当(编号96130) 日语必须,上海艾杰飞人力资源有限公司,5.6-6.2千/月,1
,生产计划/PMC,广州泽盛机电设备有限公司,5-6.5千/月,1
,试验工程师,广州泽盛机电设备有限公司,5-6.5千/月,1
,日企电子软硬件工程师(编号95259),上海艾杰飞人力资源有限公司,5-6.4千/月,1
,化工实验室技术员（日语）,上村化学（上海）有限公司,5.5-8千/月,1
,日企营业担当(编号95692) 日语必须,上海艾杰飞人力资源有限公司,5.4-6.4千/月,1
,健身房门店店员,活悦健身咨询（上海）有限公司,5.2-6千/月,1
,日语技术支持（BSE方向，工作地点：开发区）,大连创盛科技有限公司,4-8千/月,1
,（赴日）焊接夹具设计工程师,昆山富工智能装备有限公司,4-8千/月,1
,助理翻译,大连现代高技术集团有限公司,4-8千/月,1
,境外事务管理/外联专员/经理助理,浙江中辉煌投资发展有限公司,4-8千/月,1
,（赴日）焊接夹具设计工程师,昆山富工智能装备有限公司,4-8千/月,1
,咨询顾问,北京美扩教育咨询有限公司,4-7千/月,1
,化妆品文案/策划,广州科盈化妆品有限公司,4-7千/月,1
,日本留学咨询顾问,成都一心町教育咨询有限公司,4-6千/月,1
,海外事业部--业务专员/经理,青岛三诚国际经济技术合作有限公司,4-6千/月,1
,电气工程师（应届生可）,广州泽盛机电设备有限公司,4-6千/月,1
,工厂储备经理（重庆）,泉盛餐饮（上海）有限公司,4-6千/月,1
,行政人事主管,泉盛餐饮（上海）有限公司,4-6千/月,1
,日企技术工程师(编号94989) 日语必须,上海艾杰飞人力资源有限公司,4-5千/月,1
,C++软件开发工程师(Web应用方向),苏州智高点企业管理有限公司,4.5-8.5千/月,1
,日语一级BPO专员及日语管理支持　急募,大连合盛信息技术有限公司,4.5-7千/月,1
,设备软件开发工程师,沈阳希希丕贸易有限公司大连分公司,4.5-6千/月,1
,C++软件开发工程师（web方向）,苏州斯韵电子有限公司,4.5-6千/月,1
,日语生产管理-赴日研修有（佛山南海）,深圳市骏楚企业管理咨询有限公司,4.5-6千/月,1
,人事助理（会日语）,上海威洛工业泵有限公司,4.5-6千/月,1
,日本事业部海外驻在员,青岛环太出国人员培训学校,4.5-6千/月,1
,日语猎头顾问,德达人才,4.5-6千/月,1
,翻译,新纶复合材料科技（常州）有限公司,4.5-6千/月,1
,商品专员,上海内野贸易有限公司,4.5-6千/月,1
,日语翻译/日语文员/日文经理助理,拓和（北京）投资服务有限公司,4.5-6千/月,1
,日本亚马逊？乐天？雅虎零售平台运营主管(职位编号：JB02),杭州纪超贸易有限公司,4.5-6千/月,1
,技术支持工程师,纪州喷码技术（上海）有限公司,4.5-6千/月,1
,货代销售/业务员/物流销售,上海永龙宝国际货物运输代理有限公司深圳分公司,4.5-6千/月,1
,营运部助理/担当（日系女装零售企业）,露妮商贸（上海）有限公司,4.5-6千/月,1
,IT系统工程师(编号99098),上海艾杰飞人力资源有限公司,4.3-5.2千/月,1
,日资JAVA开发工程师#(编号97912) 日语英语必须,上海艾杰飞人力资源有限公司,4.2-6.4千/月,1
,营业助理/日语翻译(内勤),才望子信息技术（上海）有限公司,4.2-5.5千/月,1
,日语担当,南通桑原纺织品检验有限公司,3-6千/月,1
,日语业务担当,南通桑原纺织品检验有限公司,3-6千/月,1
,JINS眼镜导购/储备干部/加工/验光 （杭州永旺）,睛姿商贸（上海）有限公司,3.6-4.2千/月,1
,环境管理担当(2018届应届生）,广州斯坦雷电气有限公司,3-5千/月,1
,日企IT担当(编号92467) 英语必须,上海艾杰飞人力资源有限公司,3.5-5千/月,1
,日语翻译,浙江盾安人工环境股份有限公司,3.5-5千/月,1
,日语翻译,无锡德望科荣科技系统有限公司,3.5-4千/月,1
,Java开发工程师,得力欧系统软件（长春）有限公司,3-4.5千/月,1
,安全担当（18届应届毕业生）,广州斯坦雷电气有限公司,3-4.5千/月,1
,日本留学文案,大连通赢信息咨询有限公司,3-4.5千/月,1
,JINS眼镜导购/储备干部/加工/验光 （天津天河城）,睛姿商贸（上海）有限公司,3-4.5千/月,1
,JINS眼镜导购/储备干部/加工/验光 （天津中北永旺）,睛姿商贸（上海）有限公司,3-4.5千/月,1
,JINS眼镜导购/储备干部/加工/验光 （天津和平大悦城）,睛姿商贸（上海）有限公司,3-4.5千/月,1
,JINS眼镜导购/储备干部/加工/验光 （天津梅江永旺）,睛姿商贸（上海）有限公司,3-4.5千/月,1
,JINS眼镜导购/储备干部/加工/验光 （天津未来广场）,睛姿商贸（上海）有限公司,3-4.5千/月,1
,JINS眼镜导购/储备干部/加工/验光 （天津凯德国贸）,睛姿商贸（上海）有限公司,3-4.5千/月,1
,JINS眼镜导购/储备干部/加工/验光 （天津现代城）,睛姿商贸（上海）有限公司,3-4.5千/月,1
,JINS眼镜导购/储备干部/加工/验光 （天津凯德MALL）,睛姿商贸（上海）有限公司,3-4.5千/月,1
,JINS眼镜导购/储备干部/加工/验光 （天津大悦城）,睛姿商贸（上海）有限公司,3-4.5千/月,1
,日语翻译,Resort Tokyo Hair Salons,3-4.5千/月,1
,JAVA软件工程师 -188,广州市卡秀汽车用品有限公司,30-32万/年,1
,Android高级开发工程师/安卓经理（日语）,大连隆基信息技术有限公司,2.5-3万/月,1
,软件开发工程师,无锡奥驰豪迈科技有限公司天津分公司,2-4万/月,1
,物流数据与战略担当,上海惟吾人才服务有限公司,2-4万/月,1
,Java高级开发工程师,乐天创研（北京）科技有限公司,2-3万/月,1
,（知名跨国电商集团）高级Web开发工程师-JP2906,大连博科人才有限公司,2-2.5万/月,1
,总经理秘书/总经理助理,日世（中国）投资有限公司,2-2.5万/月,1
,移动应用架构师,上海惟吾人才服务有限公司,2.2-3万/月,1
